review_text,rating,date,bank,source
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,Dashen,Google Play
I am very comfortable with the efficiency,5,2023-12-15,Dashen,Google Play
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11,Dashen,Google Play
⭐️⭐️⭐️⭐️⭐️,5,2023-12-07,Dashen,Google Play
Too slow!,1,2023-12-05,Dashen,Google Play
a best tecnology appl.,5,2023-11-26,Dashen,Google Play
This app no working 1 star,1,2023-11-23,Dashen,Google Play
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-22,Dashen,Google Play
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,Dashen,Google Play
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-21,Dashen,Google Play
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-21,Dashen,Google Play
Best,5,2023-11-18,Dashen,Google Play
"very fast ,secure and simply to use i like amole",5,2023-11-15,Dashen,Google Play
Amazing,5,2023-11-12,Dashen,Google Play
The best of the best app,5,2023-11-12,Dashen,Google Play
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,Dashen,Google Play
It is a reliable and safe application.,5,2023-11-11,Dashen,Google Play
Good,5,2023-11-11,Dashen,Google Play
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11,Dashen,Google Play
It is compatible.,4,2023-11-11,Dashen,Google Play
It's very good app but always try to open requested update...,4,2023-11-10,Dashen,Google Play
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,Dashen,Google Play
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10,Dashen,Google Play
Best,5,2023-11-09,Dashen,Google Play
Not working sometimes,3,2023-11-08,Dashen,Google Play
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,Dashen,Google Play
nice app,4,2023-10-30,Dashen,Google Play
Excellent,5,2023-10-28,Dashen,Google Play
Best,5,2023-10-21,Dashen,Google Play
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,Dashen,Google Play
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,Dashen,Google Play
Best app I used it,1,2023-10-14,Dashen,Google Play
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,Dashen,Google Play
Excllent,5,2023-10-07,Dashen,Google Play
This is nice adds that I like it.,5,2023-09-30,Dashen,Google Play
It is simple and fast.,5,2023-09-29,Dashen,Google Play
👏👏👏,4,2023-09-27,Dashen,Google Play
Vary good,2,2023-09-27,Dashen,Google Play
Amazing banking app.,5,2023-09-26,Dashen,Google Play
Great app,5,2023-09-25,Dashen,Google Play
Best app ever,5,2023-09-10,Dashen,Google Play
Ashabul,5,2023-09-10,Dashen,Google Play
Best easy and secure app thank you,5,2023-09-08,Dashen,Google Play
Best app Ever!,5,2023-09-03,Dashen,Google Play
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,Dashen,Google Play
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,Dashen,Google Play
Good app for use simple and easy,5,2023-09-01,Dashen,Google Play
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,Dashen,Google Play
"Like your slogan, you are one step ahead.",5,2023-08-31,Dashen,Google Play
Good,5,2023-08-30,Dashen,Google Play
Loved,5,2023-08-30,Dashen,Google Play
Very good app and secured,5,2023-08-28,Dashen,Google Play
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26,Dashen,Google Play
Not too bad,3,2023-08-19,Dashen,Google Play
Teribble need a lot of work to improve,1,2023-08-19,Dashen,Google Play
ok,5,2023-08-18,Dashen,Google Play
ምርጥየ,5,2023-08-18,Dashen,Google Play
Baheru ጭስ,2,2023-08-16,Dashen,Google Play
Wawu,5,2023-08-12,Dashen,Google Play
Thank Dashen bank,5,2023-08-12,Dashen,Google Play
good,1,2023-08-11,Dashen,Google Play
Good,4,2023-08-11,Dashen,Google Play
Simple and secured,5,2023-08-10,Dashen,Google Play
its nice and easg to use.Also its unique part is very fast,5,2023-08-10,Dashen,Google Play
It's just ewww the app overall,2,2023-08-09,Dashen,Google Play
Love it,5,2023-08-09,Dashen,Google Play
Good App.,5,2023-08-09,Dashen,Google Play
Good,5,2023-08-04,Dashen,Google Play
Its good,5,2023-08-04,Dashen,Google Play
Simplify.,5,2023-08-01,Dashen,Google Play
Amazing,5,2023-07-31,Dashen,Google Play
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30,Dashen,Google Play
good👍,4,2023-07-28,Dashen,Google Play
Best,5,2023-07-27,Dashen,Google Play
good app,5,2023-07-27,Dashen,Google Play
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23,Dashen,Google Play
Tell 6836,1,2023-07-22,Dashen,Google Play
"The login should be auto filled,",3,2023-07-20,Dashen,Google Play
Good,5,2023-07-20,Dashen,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20,Dashen,Google Play
Good,5,2023-07-20,Dashen,Google Play
Good app,4,2023-07-18,Dashen,Google Play
Used balance check app,5,2023-07-14,Dashen,Google Play
Nice so perfect,5,2023-07-06,Dashen,Google Play
It is easy to use,5,2023-07-04,Dashen,Google Play
This appi is 👍Good,3,2023-06-09,Dashen,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09,Dashen,Google Play
Thankz,3,2023-06-08,Dashen,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08,Dashen,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07,Dashen,Google Play
Good app,5,2023-06-06,Dashen,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06,Dashen,Google Play
good upp,1,2023-06-05,Dashen,Google Play
best,5,2023-06-05,Dashen,Google Play
Five star,5,2023-05-25,Dashen,Google Play
It's amazing app use it!,5,2023-05-21,Dashen,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16,Dashen,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-12,Dashen,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10,Dashen,Google Play
Good app,5,2023-05-05,Dashen,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-04,Dashen,Google Play
Best,5,2023-05-03,Dashen,Google Play
Best app,5,2023-04-28,Dashen,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28,Dashen,Google Play
Good,5,2023-04-17,Dashen,Google Play
best,5,2023-04-13,Dashen,Google Play
Best Application,5,2023-04-08,Dashen,Google Play
Ok,5,2023-04-01,Dashen,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29,Dashen,Google Play
